,TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,CFID,CFPARAMS
0,1610612753,Orlando Magic,82,44,38,0.537,48.4,37.6,84.0,0.448,7.6,20.2,0.373,17.6,23.4,0.754,11.5,29.7,41.2,22.0,13.6,8.1,4.7,4.7,20.7,0.1,100.5,1.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,Orlando Magic
0,1610612762,Utah Jazz,82,44,38,0.537,48.4,35.0,77.7,0.45,3.4,10.3,0.333,22.6,29.6,0.763,13.5,28.6,42.2,24.4,16.5,9.1,6.4,6.7,24.0,0.1,96.0,0.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,Utah Jazz
0,1610612766,Charlotte Hornets,82,44,38,0.537,48.2,35.3,80.2,0.44,4.2,12.1,0.348,19.1,25.7,0.745,12.9,30.5,43.5,21.5,14.0,8.0,5.6,5.1,21.3,0.2,93.9,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,Charlotte Hornets
0,1610612755,Philadelphia 76ers,82,43,39,0.524,48.1,34.2,78.5,0.436,2.6,8.7,0.299,20.0,25.7,0.779,13.3,30.9,44.2,20.0,15.3,8.6,4.4,5.6,20.0,0.2,91.0,1.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,Philadelphia 76ers
0,1610612754,Indiana Pacers,82,42,40,0.512,48.5,35.8,80.2,0.446,4.9,14.6,0.339,20.3,26.3,0.772,11.3,31.3,42.7,23.0,15.2,8.0,5.3,5.7,22.9,0.2,96.8,0.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,Indiana Pacers
0,1610612761,Toronto Raptors,82,42,40,0.512,48.2,35.6,82.0,0.434,4.7,13.5,0.349,15.5,20.9,0.739,13.6,28.5,42.1,21.7,14.3,8.4,5.6,4.8,21.6,0.1,91.4,-0.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,Toronto Raptors
0,1610612749,Milwaukee Bucks,82,41,41,0.5,48.5,37.1,80.2,0.462,7.2,19.3,0.375,16.1,21.5,0.748,10.3,31.2,41.4,22.5,14.1,7.3,4.7,4.4,21.8,0.1,97.5,-0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,Milwaukee Bucks
0,1610612746,Los Angeles Clippers,82,39,43,0.476,48.3,36.2,81.3,0.445,5.0,14.0,0.356,18.3,24.7,0.739,13.2,30.2,43.4,20.9,14.8,6.2,6.6,5.4,19.8,0.1,95.7,-0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,Los Angeles Clippers
0,1610612764,Washington Wizards,82,37,45,0.451,48.1,35.8,81.3,0.441,3.7,9.6,0.388,17.4,22.8,0.765,12.9,29.2,42.0,20.9,13.0,7.0,4.3,5.0,21.5,0.1,92.8,-1.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,Washington Wizards
0,1610612748,Miami Heat,82,36,46,0.439,48.6,34.2,77.8,0.439,3.8,11.0,0.347,15.1,20.8,0.724,11.0,31.0,42.0,20.3,14.8,6.7,5.5,4.3,22.5,0.2,87.2,-1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,Miami Heat
0,1610612756,Phoenix Suns,82,36,46,0.439,48.4,37.8,84.6,0.447,4.4,13.4,0.327,15.2,19.9,0.767,13.1,29.6,42.7,22.4,14.7,8.1,4.9,5.8,21.8,0.1,95.1,-0.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,Phoenix Suns
0,1610612737,Atlanta Hawks,82,33,49,0.402,48.2,35.4,80.6,0.439,5.2,14.6,0.354,18.1,23.7,0.765,11.6,29.8,41.5,20.2,15.5,8.1,4.3,6.2,20.8,0.1,94.0,-4.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,Atlanta Hawks
0,1610612752,New York Knicks,82,30,52,0.366,48.3,34.4,79.5,0.432,5.8,16.4,0.353,17.1,21.8,0.787,10.7,30.0,40.7,21.0,14.5,6.8,3.5,4.7,22.0,0.2,91.6,-4.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,New York Knicks
0,1610612739,Cleveland Cavaliers,82,29,53,0.354,48.4,36.0,80.3,0.448,4.7,12.5,0.377,18.6,24.1,0.772,11.8,30.3,42.1,23.1,14.6,7.0,5.7,5.6,21.4,0.1,95.3,-3.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,Cleveland Cavaliers
0,1610612745,Houston Rockets,82,28,54,0.341,48.7,34.6,80.8,0.428,6.0,18.0,0.335,17.1,23.1,0.741,12.5,29.4,41.9,18.1,14.1,6.5,5.4,5.1,18.0,0.1,92.3,-4.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,Houston Rockets
0,1610612743,Denver Nuggets,82,27,55,0.329,48.3,35.5,83.8,0.424,5.2,15.7,0.329,15.9,21.4,0.744,13.6,28.2,41.8,22.2,14.7,7.5,5.6,6.8,22.8,0.1,92.2,-5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,Denver Nuggets
0,1610612763,Memphis Grizzlies,82,23,59,0.28,48.2,34.8,79.7,0.436,4.1,13.4,0.307,16.3,23.0,0.708,12.0,29.4,41.4,21.8,16.4,7.9,6.0,5.6,19.2,0.1,89.9,-7.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,Memphis Grizzlies
0,1610612744,Golden State Warriors,82,21,61,0.256,48.2,36.6,85.2,0.429,3.9,12.1,0.322,20.6,28.6,0.722,16.3,30.4,46.7,20.8,16.8,7.9,6.4,6.3,23.0,0.2,97.7,-5.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,Golden State Warriors
0,1610612741,Chicago Bulls,82,21,61,0.256,48.3,34.3,79.2,0.433,3.7,10.6,0.346,17.2,23.9,0.722,11.3,28.8,40.0,22.2,15.3,7.7,4.4,4.9,22.4,0.2,89.5,-8.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,Chicago Bulls
