,TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,CFID,CFPARAMS
0,1610612753,Orlando Magic,82,43,39,0.524,48.7,36.7,83.8,0.438,6.0,16.4,0.364,18.0,25.2,0.714,13.0,29.9,42.9,22.0,15.2,8.2,5.9,5.4,25.3,0.0,97.5,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,Orlando Magic
0,1610612754,Indiana Pacers,82,41,41,0.5,48.7,34.5,78.4,0.44,4.8,14.1,0.342,18.8,24.5,0.766,11.2,31.6,42.9,21.5,15.2,6.9,5.9,4.7,23.5,0.0,92.6,-0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,Indiana Pacers
0,1610612743,Denver Nuggets,82,40,42,0.488,48.2,36.3,83.9,0.433,6.2,17.6,0.355,17.6,23.9,0.737,12.7,31.5,44.2,24.0,13.9,6.7,6.6,6.1,22.2,0.0,96.5,-2.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,Denver Nuggets
0,1610612738,Boston Celtics,82,36,46,0.439,48.4,33.8,79.1,0.428,7.2,19.9,0.363,19.8,26.7,0.74,10.9,28.9,39.8,20.8,15.7,9.4,4.1,5.4,23.8,0.0,94.6,-2.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,Boston Celtics
0,1610612765,Detroit Pistons,82,32,50,0.39,48.4,35.6,83.9,0.424,4.7,13.6,0.35,19.6,27.2,0.721,13.5,32.0,45.5,19.9,15.9,7.5,5.5,4.8,23.8,0.0,95.6,-1.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,Detroit Pistons
0,1610612746,Los Angeles Clippers,82,31,51,0.378,48.9,35.3,78.9,0.448,4.4,13.0,0.339,17.4,25.1,0.693,11.7,31.2,42.9,19.3,15.8,6.0,6.3,5.0,21.6,0.0,92.5,-2.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,Los Angeles Clippers
0,1610612739,Cleveland Cavaliers,82,30,52,0.366,48.4,35.2,79.7,0.442,2.7,8.0,0.334,19.0,24.9,0.765,12.4,29.8,42.1,20.8,16.5,7.8,5.3,6.6,23.2,0.0,92.2,-4.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,Cleveland Cavaliers
0,1610612751,New Jersey Nets,82,26,56,0.317,48.1,33.9,79.9,0.425,4.4,13.2,0.333,19.9,26.2,0.759,11.1,28.5,39.6,19.5,14.7,7.9,5.0,6.4,24.2,0.0,92.1,-5.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,New Jersey Nets
0,1610612737,Atlanta Hawks,82,25,57,0.305,48.1,35.1,81.3,0.431,4.1,11.4,0.357,16.8,22.1,0.759,12.5,30.4,42.9,19.0,16.7,7.7,4.7,6.3,22.7,0.0,91.0,-5.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,Atlanta Hawks
0,1610612763,Vancouver Grizzlies,82,23,59,0.28,48.2,35.0,79.7,0.439,4.0,11.5,0.343,17.8,23.1,0.77,10.9,29.6,40.5,23.2,15.7,7.1,4.4,5.8,21.1,0.0,91.7,-5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,Vancouver Grizzlies
0,1610612764,Washington Wizards,82,19,63,0.232,48.0,34.5,78.7,0.439,3.4,10.3,0.324,20.8,27.4,0.759,12.4,28.9,41.3,20.1,17.0,7.7,4.7,6.2,23.3,0.0,93.2,-6.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,Washington Wizards
0,1610612744,Golden State Warriors,82,17,65,0.207,48.2,35.8,87.5,0.409,3.4,11.8,0.293,17.4,24.7,0.706,16.4,29.1,45.5,21.8,15.9,9.0,5.0,6.0,21.1,0.0,92.5,-9.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,Golden State Warriors
0,1610612741,Chicago Bulls,82,15,67,0.183,48.4,33.2,78.2,0.424,4.0,11.6,0.346,17.2,23.3,0.739,11.3,27.6,38.9,22.1,15.8,8.2,4.6,5.2,23.2,0.0,87.6,-9.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,Chicago Bulls
